id,ticket_id,alert_id,full_log,description,suggestion,is_created
43,NULL,1715111281,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from the agent identified as '(056) - DC'. This activity is associated with the MITRE ID T1059.001\, which falls under the 'Execution' tactic and specifically relates to the 'PowerShell' technique. Immediate actions are required to investigate and mitigate potential threats:

1. Verify the legitimacy of the PowerShell script execution by reviewing the associated script and command context.
2. Check the user account under which the PowerShell was executed for any signs of compromise or unauthorized access.
3. Review logs for any other suspicious activities or commands executed around the same time.
4. Assess the scope of access and potential data or system modifications made through the PowerShell session.
5. Update or reinforce detection rules in WAZUH to capture similar future attempts more effectively.",FALSE
44,NULL,1715111451,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details are as follows:

- Alert ID: 1715111451.181172066
- Description: Binary loaded PowerShell automation library - Possible unmanaged PowerShell execution by suspicious process
- Affected Agent: (056) - DC
- Rule: 92151
- MITRE ID: T1059.001
- Tactic: Execution
- Technique: PowerShell

Immediate Actions Required:
1. Verify the legitimacy of the PowerShell execution by reviewing the process and command line arguments involved.
2. Check the user context under which the PowerShell was executed to ascertain if it was authorized.
3. Review the system and security logs around the time of the alert to identify any related anomalous activities.
4. Isolate the affected system to prevent any potential lateral movement or further unauthorized activities.
5. Perform a detailed forensic analysis on the affected system to determine the scope of the incident.
6. Update and enforce security policies to restrict unauthorized use of PowerShell across the network.",FALSE
45,NULL,1715112916,Executable file dropped in folder commonly used by malware,Executable File Dropped in Malware-Common Folder,"A WAZUH alert has been triggered indicating a security incident involving the dropping of an executable file in a directory commonly used by malware. The alert details are as follows: the affected agent is labeled as (056) - DC\, and the rule triggered is 92213. This activity is associated with the MITRE ID T1105\, which pertains to the tactic 'Command and Control' and the technique 'Ingress Tool Transfer'. Immediate actions required include: 1. Isolate the affected system to prevent any potential spread or further control by unauthorized entities. 2. Initiate a thorough scan of the affected system using updated antivirus and anti-malware software to identify and remove any malicious files. 3. Review and analyze firewall and network logs to identify any unusual activity or connections that may have occurred around the time of the incident. 4. Update all security systems and software on the network to the latest versions to protect against known vulnerabilities. 5. Conduct a detailed investigation to determine the source of the executable file and assess any data or system integrity issues.",FALSE
46,NULL,1715113080,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in PowerShell\, which was executed on the domain controller (Agent 056 - DC). This activity is associated with rule 91822 and is linked to MITRE ID T1059.001\, which describes techniques involving the execution of PowerShell scripts. This could potentially be a part of unauthorized or malicious activities within the network. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing associated user accounts and their recent activities. 2. Examine the PowerShell script contents to determine its function and target. 3. Check for any changes made by the script in system settings or files. 4. Review logs for any other suspicious activities correlated with this event. 5. Update security measures to restrict unauthorized PowerShell executions.",FALSE
47,NULL,1715113252,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details a binary-loaded PowerShell automation library\, suggesting possible unmanaged PowerShell execution by a suspicious process on Agent (056) - DC. The associated MITRE ID for this activity is T1059.001\, categorized under the 'Execution' tactic with the 'PowerShell' technique. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing the process and command line arguments involved. 2. Check the system logs for any recent unauthorized administrative activities or unusual executions. 3. Isolate the affected system to prevent any potential lateral movement or further unauthorized activities. 4. Conduct a thorough investigation of the system to identify any changes made by the suspicious process. 5. Update and enforce endpoint detection and response (EDR) rules to detect and mitigate similar threats in the future.",FALSE
48,NULL,1715114940,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in PowerShell\, which was executed on agent (056) - DC. This activity is associated with rule 91822 and is linked to MITRE ID T1059.001\, which describes techniques involving the execution of PowerShell scripts. This could potentially be a part of unauthorized or malicious activities within the network. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing the associated PowerShell script and its origin. 2. Check the user account under which the PowerShell was executed for any signs of compromise or unauthorized access. 3. Analyze logs for any prior suspicious activity related to this agent or user accounts involved. 4. Isolate the affected system to prevent any potential spread or further unauthorized actions. 5. Conduct a thorough investigation to trace back the full command and script execution path to understand the scope and intent of the command execution. 6. Update and enforce security policies to restrict the use of PowerShell where not required for business operations.",FALSE
49,NULL,1715115270,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details a binary-loaded PowerShell automation library\, suggesting possible unmanaged PowerShell execution by a suspicious process on Agent (056) - DC. Immediate actions are required to address this issue:

1. Verify the alert by reviewing the associated logs on Agent (056) - DC to confirm the execution context and command history.
2. Identify the source of the PowerShell execution by tracing the process creation logs and any associated network activity.
3. Assess the scope of the execution to determine if it was isolated or part of a broader unauthorized activity.
4. Isolate the affected system to prevent any potential lateral movement or further unauthorized activities.
5. Conduct a thorough investigation to determine the intent and impact of the PowerShell execution\, checking for any changes made to system settings or files.
6. Update security measures and rules on the SIEM system to enhance detection capabilities against similar threats in the future.",FALSE
50,NULL,1715116740,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from agent (056) - DC. This activity is associated with rule 91822 and is linked to MITRE ID T1059.001\, which pertains to the Execution tactic and PowerShell technique. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing the associated user and context in which the script was run. 2. Examine the PowerShell script's content and its invoked sub-scripts for any malicious intent or unauthorized commands. 3. Check the agent's recent activity logs for any other unusual actions or alerts that could indicate a broader security issue. 4. If the script execution is unauthorized\, initiate a forensic investigation to determine the source and intent\, and assess the impact on the system. 5. Update security measures to restrict the use of PowerShell where not required\, and enhance monitoring rules around its usage.",FALSE
51,NULL,1715117098,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details a binary-loaded PowerShell automation library\, suggesting possible unmanaged PowerShell execution by a suspicious process on Agent (056) - DC. The associated rule ID is 92151\, with MITRE ID T1059.001\, categorized under the 'Execution' tactic and 'PowerShell' technique. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing the process and command line arguments. 2. Check the system logs for any unauthorized or abnormal activities around the time of the alert. 3. Isolate the affected system to prevent any potential spread of malicious activities. 4. Perform a detailed scan of the system using updated antivirus and anti-malware tools. 5. Review and strengthen PowerShell execution policies and monitoring controls to prevent future incidents.",FALSE
52,NULL,1715118601,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from the agent labeled '(056) - DC'. This activity is associated with the MITRE technique T1059.001\, which falls under the 'Execution' tactic. Immediate actions are required to investigate and mitigate potential threats:

1. Verify the legitimacy of the PowerShell script execution by reviewing the associated user account and script contents.
2. Examine the command and parameters used in the 'Invoke-command' cmdlet for any malicious intent or unusual activity.
3. Check the system logs for any other suspicious activities or anomalies around the time of the alert to identify related events or breaches.
4. Review network logs to trace the origin of the command execution and assess any lateral movement or data exfiltration attempts.
5. Implement strict monitoring on the agent '(056) - DC' to detect further malicious activities.
6. If the activity is confirmed to be malicious\, isolate the affected system to prevent any spread of the threat and conduct a thorough forensic analysis.",FALSE
53,NULL,1715118935,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details are as follows:

- Alert ID: 1715118935.279377319
- Description: Binary loaded PowerShell automation library - Possible unmanaged PowerShell execution by suspicious process
- Agent: (056) - DC
- Rule: 92151
- MITRE ID: T1059.001
- Tactic: Execution
- Technique: PowerShell

Immediate Actions Required:
1. Verify the legitimacy of the PowerShell execution by reviewing the associated process and command line arguments.
2. Check the user account under which the PowerShell was executed to ascertain if it was authorized.
3. Review the system and security logs around the time of the alert to identify any related suspicious activities.
4. Isolate the affected system to prevent any potential lateral movement or further unauthorized activities.
5. Conduct a full system scan using updated antivirus and anti-malware tools to ensure no related malware or tools are present on the system.
6. If the activity is found to be malicious\, initiate a deeper forensic analysis to understand the scope and impact of the incident.
7. Update firewall and intrusion detection system rules to detect and block similar attempts in the future.",FALSE
55,NULL,1715120735,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details a binary-loaded PowerShell automation library\, which suggests possible unmanaged PowerShell execution by a suspicious process on Agent (056) - DC. This activity is associated with MITRE ID T1059.001\, which pertains to the execution tactic and specifically the PowerShell technique. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing the associated process and command line arguments. 2. Check the system logs for any recent unauthorized administrative activities or unusual executions. 3. Isolate the affected system to prevent any potential lateral movement or further unauthorized activities. 4. Perform a detailed forensic analysis on the system to determine the origin of the execution and assess any potential impact. 5. Update and enforce security policies to monitor and restrict PowerShell usage across the network.",FALSE
56,NULL,1715122260,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from the agent labeled '(056) - DC'. This activity is associated with the MITRE technique ID T1059.001\, which falls under the 'Execution' tactic\, specifically targeting PowerShell usage. Immediate actions required include: 1. Isolate the affected DC agent to prevent further unauthorized actions. 2. Conduct a thorough investigation of the PowerShell script's origin\, purpose\, and the commands executed. 3. Review all recent logs from the affected agent for any other suspicious activities or anomalies. 4. Update firewall and intrusion detection system rules to detect and block similar unauthorized command executions. 5. Perform a complete system audit to ensure no other parts of the network are compromised.",FALSE
57,NULL,1715122535,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential unmanaged PowerShell execution. The alert details are as follows: A binary loaded PowerShell automation library was detected\, which may signify unauthorized or malicious activity on the system. The affected agent is labeled as (056) - DC\, and the incident is associated with rule 92151. According to MITRE ATT&CK framework\, this activity is classified under ID T1059.001\, with the tactic being 'Execution' and the technique specified as 'PowerShell'. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing associated process details and command history. 2. Check for any external connections initiated by the PowerShell process. 3. Review system logs for any unauthorized access or anomalous activities around the time of the alert. 4. Isolate the affected system to prevent potential lateral movement. 5. Conduct a full system scan using updated antivirus software to identify and remediate any related threats. 6. Update and enforce endpoint security policies to restrict unauthorized PowerShell executions.",FALSE
58,NULL,1715123882,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from agent (056) - DC. This activity is associated with rule 91822 and is linked to MITRE ID T1059.001\, which pertains to the Execution tactic and PowerShell technique. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing the associated user and process context. 2. Examine the command and script content for any malicious intent or unauthorized operations. 3. Check for any additional alerts or indicators of compromise on the same agent or related systems. 4. Review and analyze logs around the time of the alert to identify any related suspicious activities. 5. Update or create firewall and intrusion detection system rules to monitor similar activities more closely.",FALSE
59,NULL,1715124270,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving unmanaged PowerShell execution. The alert details a binary-loaded PowerShell automation library executed by a suspicious process on Agent (056) - DC. The associated rule ID is 92151\, and the MITRE framework identifies this activity under ID T1059.001\, categorized under the 'Execution' tactic with the 'PowerShell' technique. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing the process path and command line arguments. 2. Check the user account under which the PowerShell was executed to ascertain if it was authorized. 3. Review logs for any prior unusual activity associated with this agent or user accounts. 4. Isolate the affected system to prevent any potential lateral movement. 5. Perform a detailed forensic analysis on the agent to determine the scope of the execution and any changes made by the script. 6. Update and enforce endpoint detection and response (EDR) rules to detect similar activities in the future.",FALSE
60,NULL,1715125860,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from the agent labeled '(056) - DC'. This activity is associated with the MITRE technique T1059.001\, which falls under the 'Execution' tactic. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing the associated user and process context. 2. Examine the command and script contents for any malicious intent or unauthorized operations. 3. Check for any additional network connections or processes initiated by the PowerShell script. 4. Review logs for any prior unusual activity related to this agent or similar patterns on other systems. 5. Update or create firewall rules to block any suspicious IP addresses or domains contacted by the script. 6. Conduct a full system scan using updated antivirus and EDR solutions to ensure no related malware or tools are present on the DC or network.",FALSE
61,NULL,1715126398,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security threat involving PowerShell execution. The alert details a binary-loaded PowerShell automation library\, suggesting possible unmanaged PowerShell execution by a suspicious process on Agent (056) - DC. The associated MITRE ID is T1059.001\, categorized under the 'Execution' tactic and 'PowerShell' technique. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing the process and command line arguments involved. 2. Check the system logs for any unauthorized or abnormal activities around the time of the alert. 3. Isolate the affected system to prevent any potential lateral movement or further unauthorized activities. 4. Conduct a thorough investigation of the system to identify any changes made by the suspicious process. 5. Update and enforce security policies to restrict unauthorized use of PowerShell in the network.",FALSE
62,NULL,1715127782,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from the agent labeled '(056) - DC'. This activity is associated with the MITRE technique T1059.001\, categorized under the tactic 'Execution'. Immediate actions are required to investigate and mitigate potential threats:

1. Verify the legitimacy of the PowerShell script execution by reviewing the associated user account and script content.
2. Examine the command and parameters used in the 'Invoke-command' cmdlet to determine the intent and target of the script.
3. Check the system logs for any other unusual activities or commands executed around the same time to identify related malicious actions.
4. Isolate the affected system to prevent further unauthorized activities while the investigation is ongoing.
5. Conduct a thorough scan of the system using updated antivirus and anti-malware tools to detect and remove any associated threats.
6. Review and strengthen security policies and controls surrounding the use of administrative privileges and script execution.",FALSE
64,NULL,1715129582,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Suspicious PowerShell Activity Detected,"A WAZUH alert has been triggered indicating the use of the PowerShell 'Invoke-command' cmdlet to execute a script on the agent identified as '(056) - DC'. This activity is associated with the MITRE technique T1059.001\, which falls under the 'Execution' tactic. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing the command and script content. 2. Check the user account that initiated the command for any signs of compromise or unauthorized access. 3. Review logs for any prior unusual activity associated with this agent or user account. 4. Isolate the affected system to prevent any potential lateral movement or further unauthorized actions. 5. Conduct a full system scan to detect any other potential threats or malicious scripts. 6. Update and enforce endpoint security measures to detect and prevent similar attempts in the future.",FALSE
65,NULL,1715130035,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [07QMR9].,FALSE
63,3ddd1c15-a264-41e7-80fa-27fb59c32876,1715128235,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Suspicious PowerShell Execution Detected,"A WAZUH alert has been triggered indicating a potential security incident involving unmanaged PowerShell execution. The alert details a binary-loaded PowerShell automation library executed by a suspicious process on Agent (056) - DC. This activity is associated with MITRE ID T1059.001\, which pertains to the execution tactic and specifically the PowerShell technique. Immediate actions required include: 1. Verify the legitimacy of the PowerShell execution by reviewing the process and command line arguments involved. 2. Check the system logs for any unauthorized or abnormal activities around the time of the alert. 3. Isolate the affected system to prevent any potential spread of malicious activities. 4. Perform a detailed forensic analysis to determine the source and intent of the PowerShell execution. 5. Update and enforce endpoint security measures to detect and mitigate similar threats. 6. Review and adjust security policies and controls based on the findings to strengthen defense mechanisms against such PowerShell-based attacks.",TRUE
66,NULL,1715131441,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
67,NULL,1715131851,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
69,NULL,1715133060,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
70,NULL,1715133481,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
68,313e06e2-385c-41e2-9b58-90ad8c53eeeb,1715132870,Executable file dropped in folder commonly used by malware,Executable File Dropped in Malware Common Folder,"A WAZUH alert has been triggered indicating a security incident involving the dropping of an executable file in a directory commonly used by malware. The alert details are as follows: Agent (056) - DC has detected an executable file drop\, which is a potential indicator of a Command and Control tactic\, specifically Ingress Tool Transfer (MITRE ID: T1105). Immediate actions required include: 1. Isolate the affected system to prevent any potential lateral movement or further infection. 2. Initiate a forensic investigation on the affected system to determine the origin\, purpose\, and scope of the executable. 3. Review and analyze firewall and network logs for any unusual outgoing connections or data exfiltration attempts. 4. Update antivirus and intrusion detection systems with the latest signatures and ensure they are actively monitoring network traffic and system activities. 5. Conduct a thorough security sweep of all systems within the same network to ensure no other systems have been compromised.",TRUE
72,NULL,1715135285,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
71,6767ed93-aed4-42d7-b312-08293ceff6a1,1715134860,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,TRUE
73,NULL,1715136661,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
74,NULL,1715137086,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
75,NULL,1715138073,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
76,NULL,1715138585,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
77,3aaa1e9f-6b4a-4b07-90cb-eb7171568428,1715140021,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",PowerShell Script Execution Detected,"A WAZUH alert has been triggered indicating the use of the 'Invoke-command' cmdlet in a PowerShell script\, executed from the agent identified as '(056) - DC'. This activity is associated with the MITRE technique ID T1059.001\, which falls under the 'Execution' tactic\, specifically targeting PowerShell usage. Immediate actions required include: 1. Verify the legitimacy of the script execution by reviewing the associated user account and script content. 2. Analyze the command and parameters used in the 'Invoke-command' cmdlet for any malicious intent. 3. Check for any additional network connections or processes initiated by the PowerShell script. 4. Review logs for any prior unusual activity related to this agent or user accounts involved. 5. Update or create firewall rules to block unauthorized outbound connections if necessary. 6. Conduct a full system scan using updated antivirus and EDR solutions to ensure no related malware or tools are present on the DC or connected systems.",TRUE
78,NULL,1715140250,Executable file dropped in folder commonly used by malware,Duplicate case,This Wazuh alert relates to Cydarm case number [UAGEAL].,FALSE
79,NULL,1715140536,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
80,NULL,1715141641,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [0JGFEP].,FALSE
81,NULL,1715142186,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
82,NULL,1715142961,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [0JGFEP].,FALSE
83,NULL,1715143554,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
84,NULL,1715144521,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [0JGFEP].,FALSE
85,NULL,1715145000,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
86,NULL,1715146083,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [0JGFEP].,FALSE
87,NULL,1715146686,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
88,NULL,1715147701,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [0JGFEP].,FALSE
90,NULL,1715148298,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
89,81850e14-0b11-4a24-a9fc-d812bd343a42,1715147830,Executable file dropped in folder commonly used by malware,Executable File Dropped in Malware Common Folder,"A WAZUH alert has been triggered indicating a security incident involving the dropping of an executable file in a directory commonly used by malware. This activity was detected on agent (056) - DC and is associated with rule 92213. The MITRE framework identifies this as T1105 under the 'Command and Control' tactic\, specifically the 'Ingress Tool Transfer' technique. Immediate actions required include: 1. Isolate the affected system to prevent any potential spread or further control by unauthorized entities. 2. Initiate a forensic investigation on the affected system to determine the origin\, purpose\, and scope of the executable file. 3. Review and analyze firewall and network logs for any unusual outgoing or incoming connections that could relate to command and control communications. 4. Update antivirus and intrusion detection systems with the latest signatures and conduct a full system scan. 5. Assess and apply necessary patches or updates to the system and software to mitigate any exploited vulnerabilities. 6. Monitor network traffic for further suspicious activities that may indicate additional compromised systems or data exfiltration attempts.",TRUE
91,NULL,1715149261,"Powershell script used \""Invoke-command\"" cmdlet to execute sub script",Duplicate case,This Wazuh alert relates to Cydarm case number [0JGFEP].,FALSE
92,NULL,1715149987,Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process,Duplicate case,This Wazuh alert relates to Cydarm case number [3B2B2N].,FALSE
